label,text
Spam,আপনার ব্যাংক অ্যাকাউন্টে লগইন সমস্যা হচ্ছে? এখানে ক্লিক করুন: http://bit.ly/LoginHelp
Spam,নতুন কাস্টমারদের জন্য বিশেষ ডিসকাউন্ট। আজই রেজিস্টার করুন।
Spam,শুধু আজকের অফার! ৪০জিবি (বোনাসসহ) ৫০০টাকা ৩০দিন।ডায়াল *১২১*৫০৪৯# বা mygp.li/mo
Spam,"নগদ অ্যাকাউন্টে ১০,০০০ টাকা জমা হয়েছে। বিস্তারিত জানতে কল করুন: +8801817677789"
Spam,বোনাস সহ ৭জিবি-১৩০টাকা-৩০দিন। নিতে ডায়াল *১২১*৫৪৬৯# বা ভিজিট mygp.li/mo
Ham,তুমি কি খেলা দেখছো?
Spam,আপনার ইমেল ঠিকানাটি যাচাই করতে এখানে ক্লিক করুন: [emailsecure.net/VerifyBD]
Spam,বিটকয়েন নিয়ে বিশেষ অফার! এখনই লগইন করুন: http://bit.ly/BitcoinOffer
Spam,"প্রিয় শিক্ষার্থী,
মাধ্যমিক পরীক্ষায় উত্তীর্ণ হওয়ায় অভিনন্দন। আজকের তুমি আগামী বাংলাদেশের ভবিষ্যৎ, আমরা
তোমার অপেক্ষায়।
কুমিল্লা সিটি
কলেজ(EIIN:134648)কোটবাড়ি,
কুমিল্লা
মোবাইল:01781939370
01859412805"
Ham,শুভ পয়লা বৈশাখের প্রীতি ও শুভেচ্ছা!
Spam,বোনাস সহ ৮জিবি-১২০টাকা-৩০দিন। নিতে ডায়াল *১২১*৫০৭২# বা https://mygp.li/mo
Ham,আমি একটি বার্তা পাচ্ছি এই যা কোন আপনি হল এই যা পেলাম এই যা সমাধান দেয় এই যা অন্য একটি সমাধান দেয়।
Spam,"➡️আপনি কি অনলাইনে কাজ করতে চান??..আমাদের প্রজেক্টের নাম হলো:Forgsec. io
🆓আমরা টেলিগ্রামে লাইভ ক্লাসের মাধ্যমে ফ্রিতে ১/২টা ক্লাস করিয়ে সম্পুর্ন কাজ শিখিয়ে দিব✅✅ 🔜আমাদের সাইড এ রয়েছে' প্রতিদিন ইংকাম এবং প্রতিমাসে বেতন এর সু-ব্যাবস্থা☑️☑️
সব কিছু জেনে বুঝে প্রমান নিয়ে কাজ করবেন ১০০% রিয়েল কাজ✅"
Ham,না বললে জানতামই না
Spam,আপনার সিম কার্ড পুনরায় সক্রিয় করতে কল করুন +8801915566778
Ham,কি হচ্ছে সব আমাকে বল।
Spam,ফুটবলে বাজি ধরুন এবং একটি বিলাসবহুল গাড়ি জিতুন। ক্লিক করুন: phlebolog.com.ua/libraries/joomla/results.php
Ham,তুমি কি গাড়ি চালাচ্ছো?
Spam,আপনার ক্রেডিট কার্ডের সীমা বৃদ্ধি করতে এখানে ক্লিক করুন: [creditcardincrease.com/LimitBD]
Spam,"৳৪১৯ এ ৳৪৯৯ এর অফার! নাও ৩৫জিবি+৫০০মি.,৩০দিন: cutt.ly/4w77ohWY"
Spam,ইলেকট্রনিক্স পণ্য কিনলেই ফ্রি শিপিং! অফার শেষ হওয়ার আগে কেনাকাটা করুন।
Spam,"ডাটা মিক্সারে করো পকেট সেভিং, নাও ৬০জিবি@৳৫৬৯, ৩০দিন: cutt.ly/HwQzEu9E"
Spam,বোনাস সহ ৮জিবি-১২০টাকা-৩০দিন। নিতে ডায়াল *১২১*৫০৭২# বা https://mygp.li/mo
Spam,আপনার ব্যাংক অ্যাকাউন্টের তথ্য যাচাই করতে হবে। অনুগ্রহ করে এখানে ক্লিক করুন: http://bit.ly/VerifyInfo
Spam,"Call duration 00:00:44, charged 0.92 Taka, remaining balance is   0.41  Taka"
Spam,"১৫০৳ ক্যাশব্যাকে নাও ডাটা মিক্সার ৮০জিবি@৳৬৯৯,৩০দিন: cutt.ly/lwMwLrfw"
Spam,আপনি একটি লাকি ড্রয়ে জিতেছেন! আপনার পুরস্কার সংগ্রহ করতে এখানে ক্লিক করুন: [luckydraw.com/ClaimBD]
Spam,"মিষ্টি খবর! আপনি একজোড়া সিনেমার টিকিট জিতেছেন! আপনার পুরস্কার দাবি করতে, এখানে ক্লিক করুন mcvst.com"
Spam,"৫জিবি+১৫০মিনিট ১৩০টাকা (৩০দিন),ডায়াল *১২১*৫২০৫# বা https://mygp.li/a0"
Ham,মেজবান পাখি পক্ষে প্রিয় প্রেমের একটি দৃশ্য বিশ্বাস করা হয়।
Ham,আশা করি তোমার জীবন সমৃদ্ধ হোক!
Ham,"০১৮২৭৩৮২৭৮৫ এই নাম্বারে কল করুন, টাকা দরকার।"
Spam,bKash অ্যাকাউন্ট পুনরায় চালু করতে এখানে ক্লিক করুন: https://wa.me/8801712122234
Spam,"৫জিবি+১৫০মিনিট ১৩০টাকা (৩০দিন),ডায়াল *১২১*৫২০৫# বা https://mygp.li/a0"
Ham,অতি দ্রুত বিদ্যুৎ বিল আর খালার বিল দিলে খুবই উপকৃত হইতাম।খালা বারবার বলতেছে।একটু তোরা গুরুত্বের সাথে দেখ।খুব উপকার হয়।
Spam,Good Afternoon!! আমি HYPE Dhaka (RB DIGITAL LIMITED) থেকে মার্কেটিং ম্যানেজার মিথিলা আমাদের কোম্পানির একটি ক্যাম্পিং চলছে সেখানে আপনি জয়েন করে বাড়িতে বসেই আয় করতে পারেন
Spam,"শেখ হাসিনা সরকারের সাফল্য: 
২০০৬ সালে সরকারি ওয়েবসাইট ছিল মাত্র ৯৮টি। ২০২৩ সালে তা বেড়ে দাঁড়িয়েছে ৫২ হাজার ২০০টি।"
Spam,"ফ্রী ফেসবুক থেকে ইনকাম করুন ইনবক্স করুন
সততার সাথে কাজ করেন 🥰😍
সাপোর্ট (গ্রুপ এবং বট)
t.me/Facebook_ID_Sell1_bot 
অফিসিয়াল এডমিন👆"
Ham,আমি আমার জীবনের প্রধান আমাদের সঙ্গে সময় কাটাতে চাই।
Ham,তোমার প্রতিভা অসাধারণ।
Spam,"৳৩৯৯ তে ৳৪৯৯ এর অফার! নাও ৩১জিবি+৪৫০মি.,৩০দিন: cutt.ly/2wQlYv6U"
Spam,ফ্রি ডেলিভারি সব অর্ডারে। সীমিত সময়ের জন্য।
Spam,"Dear Customer,

২৩-০২-২০২০ তারিখে কার্ড XX দিয়ে Rs.8990 লেনদেন হয়েছে K Enterprice ds POS/ECOM থেকে। লেনদেন নম্বর পাওয়া যায়নি। যদি এটি আপনার দ্বারা না হয়ে থাকে, তবে রেজিস্টারড মোবাইল নম্বর থেকে 18604195555 এ এসএমএস প্রেরণ করুন।"
Ham,আমি একটি প্রতিষ্ঠানের সঙ্গে যে মূল্য আছে তার দৃশ্যটি অন্যদিকের সাথে একটি দৃশ্য আছে।
